Name,Ward No,Block Number,North,East,South,West
Amit Dixhit,7,21,"Starting from the house of birbal sharma walking upto the jagat niwas that has a general store covering hari bhawan, vashisht niwas","From the jagat niwas taking the stairs downwards walking upto the amar shakti kunj at airport road coveirng swati niwas, chandel niwas, thakur niwas , sunbeam , pushp bhawan","From the amar shakti kunj airport road walking along the road covering gagan shuttering store, verma niwas and reaching patiyal house on airport road","From the patiyal house walking upstairs upto the house of birbal sharma coveirng jaidev builing, ram karan building, , verma building"
Amit Dixhit,7,20,"Starting from the house of jayawanti along the railway track walking upto the gayatri kunj covering uppal cottage, abandoned building","From the gayatri kunj walking downstairs upto the chauhan building on the airport raod covering venkatesh bhawan, thakur niwas",From the chauhan building walking upstairs upto the house of kondal niwas covering lakshmi niwas,"From the kondal niwas walking along the way upto the house of jayawanti climbing the stairs covering thakur niwas, pathak niwas, desh raj building."
Amit Dixhit,7,17,"Starting from the kailash building on the new totu road walking upto the puran niwas pds ration shop covering shanti niwas, ved building, and bhatia building","From the puran niwas walking downwards along the stairs upto the railway track near the rajkumar building covering sood bhawan, ashok niwas",From the railway track below rajkumar building walking along the railway line upto the sharma niwas,"From the sharma niwas along the railway track walking upwards upto the new totu road upto kailash building coveirng naib tehsildar office, ved building, thakur building."
Amit Dixhit,7,2,Starting from the main totu chowk moving along NH-205 upto rain shelter,From the rain shelter on NH-205 moving along the new totu road upto hpsebl office covering M.S boutique and fabrics and power house colony.,From the power house (hpsebl) moving along the new totu raod upto pwd office coverig pwd quarters and forest rest house and quarters.,From the pwd office moving along the new totu road upto main totu chowk covering jutogh railway station milkfed colony and railway quarter.
Amit Dixhit,7,5,"Starting from the nala of ward boundary at ishan bhawan on airport moving along the road upto asha residency bnb near town boundary covering shiv building , down hill villa , sarovar kunj",From asha residency bnb near the town boundary on airport road walking upto the shimla-nalagarh-ghanoli road upto h.p college of education along the town boundary.,From the h.p college of education move along the shimla-nalagarh road upto anadi vidya ashram and deep ram building .,"From the deep ram building moving upwards along the stairs upto airport road ishan bhawan near ward boundary nala covering ajay niwas, shandil niwas, nisha niwas , bali cottage"
Amit Dixhit,6,14,"Starting from the narayan bhawan on main totu chowk walking upto miya lal chand building on new totu road covering narayan das building, gupta shop, vandana daily needs shop, sanchaka tower, aay bee zayka","From the miya lal chand building walking upto the lakshmi narayan mandir covering gyan chand flats, aay bee banquet hall","From laxmi narayan mandir walking upto sharma cottage near stairs covering kher wadi, jiya lal building, chiranjiv building","From the sharma cottage climbing up the stairs upto the narayan bhawan at main totu chowk covering chiranjiv building, pooja bhawan"
Amit Dixhit,7,4,Starting from the negi niwas moving along the railway track upto rajkiya praathmik paathshala covering kansi ram building and lalit niwas,"From the rajkiya praathmik paathsala moving along the town boundary nala upto the airport road handpump near sharma building covering sharma building, krishan das building.",From the airport road handpump near sharma building along the town boundary moving along the main road upto the jawahar bhawan,From the jawahar bhawan moving along stairs upto the negi niwas.
Amit Dixhit,4,7,Starting from the North-most boundary of Gawahi village along the town boundary and moving along the town boundary up to Rain Shelter near ward boundary.,From Rain Shelter moving along the ward boundary through the jungle up to Rajiv Gandhi Govt Degree College.,From the Rajiv Gandhi Degree College moving along road covering Hotel MARC up to Greenwood Qtrs.,From Greenwood Qtrs moving moving through the jungle up to road going towards Gawahi Village and then along this road up to town boundary which is point of start
Amit Dixhit,6,23,"starting from the panwar building moving upto the joshi niwas along the nala ward boundary covering amber niwas, prem niwas.","From the joshi niwas along the nala ward boundary walking upto the bisht bhawan at airport road covering verma niwas, nidhi niwas, lakshmi lodge, baluni niwas","From the bisht bhawan on airport road moving along the same road reaching pathway leading upto shiv shakti mandir covering shanta bisht bhawan, vacant store.","From the shiv shakti mandir complex moving upwards upto the panwar building covering dinesh kunj, patwarkhana, chambiyal bhawan, brakson villa."
Amit Dixhit,6,10,"Starting from the parma nand niwas walking upto the nadda cottage on the airport road covering dogra niwas, om niwas",From the nadda cottage walking along the airport road upto lakshmi niwas covering kaundal niwas,From the lakshmi niwas walking downstairs upto the persenni cottage then reaching upto sunview cottage,From the sunview cottage walking along the town boundary touching the jungle and reaching upto the parma nand niwas covering bhardwaj niwas and saraswati niwas.
Amit Dixhit,7,16,"Starting from the parsu kutir walking on the new totu road upto the happy home covering rahat medicos, babu ram building vaibhav niwas, musafir building, radha saomi satsang hall",From the happy home walking downstairs upto the railway track near thakur building,"From the railway track below thakur building walking along the railway line upto the railway line below parsu kutir covering sat7ya niwas, thakur building, paras bhawan",From the railway track below parsu kutir walking upwards upto the new totu road at parsu kutir.
Amit Dixhit,6,27,"Starting from the s. mahendru niwas beside the stairs walking upto the crescent public school covering vaid building, tara cottage, lakhsmi narayan mandir",From the crescent public school moving forward upto the sharma building on the stairs,From the sharma building walking upto the house of brij lal building covering maya building.,"From the brij lal building walking towards divine villa reaching upto the s.mahendru niwas covering house of nirmala thakur, prem raj thakur, jagdish thakur."
Amit Dixhit,6,6,"Starting from the Sharma bhawan belonging to s.k sharma moving along the airport road upto Thakur niwas of Het ram Thakur alongside the ward boundary nala covering matri chaya bhawan , house of dinesh sharma",From the thakur niwas of het ram thakur moving along the nala downwards upto attri bhawan.,"From attri bhawan moving upwards along the stairs upto shandil niwas covering bharmoria niwas, patiyal niwas","From the sahndil niwas moving upwards upto airport road sharma niwas of s.k sharma along the stairs covering thakur niwas, shashwat niwas"
Amit Dixhit,7,19,"Starting from the sharma niwas owned by gagan dev sharma walking upto the house of khemchand chandel covering bhawrdwaj building, shishu palan kendra, charan kunj",From the house of khemchand chandel walking downstairs upto the building under construction and forward upto the airport road near kamaksha bhawan covering varun cottage,From the airport road near kamaksha bhawan walking upto the building under construction on the airport road near hotel rajendra regency oyo,"From the building under construction on the airport road near hotel rajendra regency oyowalking upstairs upto the sharma niwas of gagan dev sharma on stairs covering nishi vidhan building, anand vatika, thakur niwas."
Amit Dixhit,6,9,starting from the sheetlu ram shop on the airport road walking upto sharma niwas on the airport road,From the sharma niwas moving along the stairs upto narayan bhawan along the town boundary near jungle,From the narayan bhawan moving along the town boundary upto the batleshwar kunj,From the batleshwar kunj along the town boundary walking upwards upto sheetlu ram shop on the airport road
Amit Dixhit,6,24,Starting from the shekhri niwas on the airport road upto the kapoor building,"From the kapoor building walking along the path upto the gcps school building covering kanwar building, sukoon building, jiya lal building","From the gcps school building downstairs toawrds the airport road upto the gehlot niwas covering anganwadi, , kashyap niwas.","From the gehlot niwas on the airport road continue walking upto the shekhri niwas covering sharma niwas, manthan villa radha saomi satsang beas, chaitanya apartments, dhir building, prabhu das nursing home."
Amit Dixhit,6,13,"Starting from the sood cottage on the upper airport road walking upto mast ram commercial building covering hdfc bank, totu post office, h.p state cooperative bank",From the mast ram commercial building walking downwards along the stairs upto the lower airport road vacant plot,From the airport road vacant plot walking along the road reaching upto thakur building(maan singh) covering house of anjula.,From the thakur building moving along the airport raod upto the sood bhawan covering car wash centre.
Amit Dixhit,6,25,Starting from the sukh ram building on the airport road upto the house of anchal on the airport road,"From the House of anchal upto the mahajan building covering sharma niwas, k.k niwas, house of mehar chand.",From the mahajan building on moving along the jungle area i.e town boundary upto the nirmala lodge and then forward upto the shaunk ram building,"From the shaunk ram building climbing stairs to reach upto the sukh ram building on airport road covering satish bhawan, tulsi cottage."
Amit Dixhit,6,11,"Starting from the swarna cottage on the airport walking along the airport road upto the global public school covering lal chand bhawan, tara cottage , nirmala mansion","From the global public school walking along the stairs upto the house of khushi ram gupta covering nagpal bhawan, shiva lodge","From the house of khushi ram gupta walking upto dev niwas covering kappor building, leela bhawan, gupta building and upto dev niwas",From the dev niwas moving upwards from the jungle area upwards upto airport road reaching swarna cottage.
